target_id	length	eff_length	est_counts	tpm
lcl|NZ_CP035291.1_cds_WP_016930933.1_1	1356	1059.32	4505	140.27
lcl|NZ_CP035291.1_cds_WP_011274360.1_2	1134	837.317	9965	392.53
lcl|NZ_CP035291.1_cds_WP_172458781.1_3	243	34.9704	1127	1062.93
lcl|NZ_CP035291.1_cds_WP_016930931.1_4	1116	819.317	8198	330.02
lcl|NZ_CP035291.1_cds_WP_033079924.1_5	1935	1638.32	15732	316.71
lcl|NZ_CP035291.1_cds_WP_016930929.1_6	2700	2403.32	36006	494.14
lcl|NZ_CP035291.1_cds_WP_016930928.1_7	813	516.335	995	63.56
lcl|NZ_CP035291.1_cds_WP_016930927.1_8	1287	990.317	19938	664.03
lcl|NZ_CP035291.1_cds_WP_016930926.1_9	696	399.393	393	32.45
lcl|NZ_CP035291.1_cds_WP_016930925.1_10	330	61.4534	261	140.08
lcl|NZ_CP035291.1_cds_WP_016930924.1_11	969	672.317	325	15.94
lcl|NZ_CP035291.1_cds_WP_029376641.1_12	927	630.317	3902	204.18
lcl|NZ_CP035291.1_cds_WP_011274371.1_13	1968	1671.32	15212	300.2
lcl|NZ_CP035291.1_cds_WP_016930923.1_14	447	152.685	3238	699.46
lcl|NZ_CP035291.1_cds_WP_011274373.1_15	1401	1104.32	13493	402.99
lcl|NZ_CP035291.1_cds_WP_011274374.1_16	1284	987.317	7609	254.19
lcl|NZ_CP035291.1_cds_WP_011274375.1_17	702	405.393	4100	333.57
lcl|NZ_CP035291.1_cds_WP_016930922.1_18	1827	1530.32	8320	179.32
lcl|NZ_CP035291.1_cds_WP_033079928.1_19	1332	1035.32	3928	125.14
lcl|NZ_CP035291.1_cds_WP_033079929.1_20	792	495.335	2268	151.02
lcl|NZ_CP035291.1_cds_WP_011274380.1_21	801	504.335	2054	134.33
lcl|NZ_CP035291.1_cds_WP_033079930.1_22	480	184.371	336	60.11
lcl|NZ_CP035291.1_cds_WP_057504846.1_23	777	480.335	0	0
lcl|NZ_CP035291.1_cds_WP_031864346.1_24	384	96.9652	0	0
lcl|NZ_CP035291.1_cds_WP_224743207.1_25	567	270.491	0	0
lcl|NZ_CP035291.1_cds_WP_048665480.1_26	396	106.783	0	0
lcl|NZ_CP035291.1_cds_WP_172458787.1_27	1293	996.317	0	0
lcl|NZ_CP035291.1_cds_WP_011274435.1_28	318	55.3475	0	0
lcl|NZ_CP035291.1_cds_WP_031796870.1_29	2061	1764.32	0	0
lcl|NZ_CP035291.1_cds_WP_016931282.1_30	546	249.595	0	0
lcl|NZ_CP035291.1_cds_WP_002472781.1_31	144	28.396	0	0
lcl|NZ_CP035291.1_cds_WP_031870511.1_32	1254	957.317	0	0
lcl|NZ_CP035291.1_cds_WP_031870512.1_33	222	31.9196	0	0
lcl|NZ_CP035291.1_cds_WP_031870513.1_34	498	202.018	0	0
lcl|NZ_CP035291.1_cds_WP_031870514.1_35	312	52.6199	0	0
lcl|NZ_CP035291.1_cds_WP_031870515.1_36	351	73.4949	0	0
lcl|NZ_CP035291.1_cds_WP_031870516.1_37	651	354.405	0	0
lcl|NZ_CP035291.1_cds_WP_031870517.1_38	510	213.893	0	0
lcl|NZ_CP035291.1_cds_WP_031870518.1_39	513	216.865	0	0
lcl|NZ_CP035291.1_cds_WP_031870519.1_40	1632	1335.32	0	0
lcl|NZ_CP035291.1_cds_WP_057504845.1_41	1362	1065.32	0	0
lcl|NZ_CP035291.1_cds_WP_031870521.1_42	1770	1473.32	0	0
lcl|NZ_CP035291.1_cds_WP_031870522.1_43	297	47.2719	0	0
lcl|NZ_CP035291.1_cds_WP_249038003.1_45	663	366.393	0	0
lcl|NZ_CP035291.1_cds_WP_249038004.1_47	13497	13200.3	0	0
lcl|NZ_CP035291.1_cds_WP_000393940.1_48	1617	1320.32	0	0
lcl|NZ_CP035291.1_cds_WP_000640645.1_49	1512	1215.32	0	0
lcl|NZ_CP035291.1_cds_WP_057504674.1_50	2052	1755.32	0	0
lcl|NZ_CP035291.1_cds_WP_016930484.1_52	168	27.6929	7	8.34
lcl|NZ_CP035291.1_cds_WP_016930485.1_53	888	591.317	2481	138.38
lcl|NZ_CP035291.1_cds_WP_016930486.1_54	189	28.0009	50	58.9
lcl|NZ_CP035291.1_cds_WP_011274452.1_55	525	228.739	509	73.39
lcl|NZ_CP035291.1_cds_WP_011274453.1_56	879	582.317	185	10.48
lcl|NZ_CP035291.1_cds_WP_011274454.1_57	984	687.317	785	37.67
lcl|NZ_CP035291.1_cds_WP_011274455.1_58	123	29.3034	9	10.13
lcl|NZ_CP035291.1_cds_WP_224743112.1_59	1437	1140.32	896	25.92
lcl|NZ_CP035291.1_cds_WP_029376608.1_60	645	348.405	79	7.48
lcl|NZ_CP035291.1_cds_WP_016930491.1_62	1224	927.317	195	6.94
lcl|NZ_CP035291.1_cds_WP_033080090.1_63	1053	756.317	1749	76.27
lcl|NZ_CP035291.1_cds_WP_057504675.1_64	1917	1620.32	196	3.99
lcl|NZ_CP035291.1_cds_WP_037558281.1_65	855	558.317	0	0
lcl|NZ_CP035291.1_cds_WP_037558280.1_66	459	164.042	506	101.74
lcl|NZ_CP035291.1_cds_WP_037558278.1_67	1068	771.317	276	11.8
lcl|NZ_CP035291.1_cds_WP_053020431.1_68	1896	1599.32	1900	39.18
lcl|NZ_CP035291.1_cds_WP_057504676.1_69	930	633.317	1931	100.56
lcl|NZ_CP035291.1_cds_WP_049426148.1_70	837	540.317	681	41.57
lcl|NZ_CP035291.1_cds_WP_033079596.1_71	744	447.365	473	34.87
lcl|NZ_CP035291.1_cds_WP_057504677.1_72	1200	903.317	287	10.48
lcl|NZ_CP035291.1_cds_WP_037537419.1_73	1362	1065.32	1426	44.15
lcl|NZ_CP035291.1_cds_WP_011274475.1_74	693	396.393	107	8.9
lcl|NZ_CP035291.1_cds_WP_057504678.1_75	1554	1257.32	298	7.82
lcl|NZ_CP035291.1_cds_WP_016930503.1_76	957	660.317	411	20.53
lcl|NZ_CP035291.1_cds_WP_057504679.1_77	768	471.335	288	20.15
lcl|NZ_CP035291.1_cds_WP_011274479.1_78	768	471.335	483	33.8
lcl|NZ_CP035291.1_cds_WP_016930504.1_79	636	339.405	337	32.75
lcl|NZ_CP035291.1_cds_WP_016930505.1_80	1173	876.317	464	17.46
lcl|NZ_CP035291.1_cds_WP_011274482.1_81	225	32.0613	90	92.59
