target_id	length	eff_length	est_counts	tpm
lcl|NZ_CP035291.1_cds_WP_016930933.1_1	1356	1054.12	7308	159.69
lcl|NZ_CP035291.1_cds_WP_011274360.1_2	1134	841.45	9962	272.7
lcl|NZ_CP035291.1_cds_WP_172458781.1_3	243	34.09	1715	1158.77
lcl|NZ_CP035291.1_cds_WP_016930931.1_4	1116	815.22	9529	269.24
lcl|NZ_CP035291.1_cds_WP_033079924.1_5	1935	1639.59	12054	169.34
lcl|NZ_CP035291.1_cds_WP_016930929.1_6	2700	2394.29	18621	179.14
lcl|NZ_CP035291.1_cds_WP_016930928.1_7	813	522.62	897	39.53
lcl|NZ_CP035291.1_cds_WP_016930927.1_8	1287	991.33	7968	185.14
lcl|NZ_CP035291.1_cds_WP_016930926.1_9	696	381.26	406	24.53
lcl|NZ_CP035291.1_cds_WP_016930925.1_10	330	60.36	217	82.81
lcl|NZ_CP035291.1_cds_WP_016930924.1_11	969	669.32	537	18.48
lcl|NZ_CP035291.1_cds_WP_029376641.1_12	927	634.79	1352	49.06
lcl|NZ_CP035291.1_cds_WP_011274371.1_13	1968	1657.8	8761	121.73
lcl|NZ_CP035291.1_cds_WP_016930923.1_14	447	150.49	2019	309.02
lcl|NZ_CP035291.1_cds_WP_011274373.1_15	1401	1105.54	9166	190.97
lcl|NZ_CP035291.1_cds_WP_011274374.1_16	1284	978.5	2843	66.92
lcl|NZ_CP035291.1_cds_WP_011274375.1_17	702	397.41	2915	168.95
lcl|NZ_CP035291.1_cds_WP_016930922.1_18	1827	1533.3	6051	90.9
lcl|NZ_CP035291.1_cds_WP_033079928.1_19	1332	1037.75	1890	41.95
lcl|NZ_CP035291.1_cds_WP_033079929.1_20	792	491.95	1070	50.1
lcl|NZ_CP035291.1_cds_WP_011274380.1_21	801	513.56	1166	52.3
lcl|NZ_CP035291.1_cds_WP_033079930.1_22	480	184.67	270	33.68
lcl|NZ_CP035291.1_cds_WP_057504846.1_23	777	474.76	0	0
lcl|NZ_CP035291.1_cds_WP_031864346.1_24	384	92.81	0	0
lcl|NZ_CP035291.1_cds_WP_224743207.1_25	567	273.86	0	0
lcl|NZ_CP035291.1_cds_WP_048665480.1_26	396	101.87	0	0
lcl|NZ_CP035291.1_cds_WP_172458787.1_27	1293	975.53	0	0
lcl|NZ_CP035291.1_cds_WP_011274435.1_28	318	54.72	0	0
