target_id	length	eff_length	est_counts	tpm
lcl|NZ_CP035291.1_cds_WP_016930933.1_1	1356	1047.08	4211	134.53
lcl|NZ_CP035291.1_cds_WP_011274360.1_2	1134	841.35	11446	455.08
lcl|NZ_CP035291.1_cds_WP_172458781.1_3	243	35.97	1197	1113.18
lcl|NZ_CP035291.1_cds_WP_016930931.1_4	1116	812.49	7852	323.28
lcl|NZ_CP035291.1_cds_WP_033079924.1_5	1935	1650.66	18345	371.77
lcl|NZ_CP035291.1_cds_WP_016930929.1_6	2700	2398.01	42880	598.16
lcl|NZ_CP035291.1_cds_WP_016930928.1_7	813	528.61	1287	81.44
lcl|NZ_CP035291.1_cds_WP_016930927.1_8	1287	994.97	20597	692.48
lcl|NZ_CP035291.1_cds_WP_016930926.1_9	696	392.19	315	26.87
lcl|NZ_CP035291.1_cds_WP_016930925.1_10	330	57.75	295	170.88
lcl|NZ_CP035291.1_cds_WP_016930924.1_11	969	657.35	266	13.54
lcl|NZ_CP035291.1_cds_WP_029376641.1_12	927	617.63	3795	205.54
lcl|NZ_CP035291.1_cds_WP_011274371.1_13	1968	1677.6	16722	333.44
lcl|NZ_CP035291.1_cds_WP_016930923.1_14	447	135.23	3328	823.23
lcl|NZ_CP035291.1_cds_WP_011274373.1_15	1401	1102.88	11763	356.78
lcl|NZ_CP035291.1_cds_WP_011274374.1_16	1284	987.81	10173	344.5
lcl|NZ_CP035291.1_cds_WP_011274375.1_17	702	397.31	3805	320.36
lcl|NZ_CP035291.1_cds_WP_016930922.1_18	1827	1522.65	9241	203.02
lcl|NZ_CP035291.1_cds_WP_033079928.1_19	1332	1018.24	4415	145.04
lcl|NZ_CP035291.1_cds_WP_033079929.1_20	792	491.48	2373	161.51
lcl|NZ_CP035291.1_cds_WP_011274380.1_21	801	507.42	1871	123.34
lcl|NZ_CP035291.1_cds_WP_033079930.1_22	480	182.62	388	71.07
lcl|NZ_CP035291.1_cds_WP_057504846.1_23	777	493.61	0	0
lcl|NZ_CP035291.1_cds_WP_031864346.1_24	384	99.66	0	0
lcl|NZ_CP035291.1_cds_WP_224743207.1_25	567	258.16	0	0
lcl|NZ_CP035291.1_cds_WP_048665480.1_26	396	92.67	0	0
lcl|NZ_CP035291.1_cds_WP_172458787.1_27	1293	980.61	0	0
lcl|NZ_CP035291.1_cds_WP_011274435.1_28	318	54.66	0	0
lcl|NZ_CP035291.1_cds_WP_031796870.1_29	2061	1764.12	0	0
lcl|NZ_CP035291.1_cds_WP_016931282.1_30	546	248.9	0	0
lcl|NZ_CP035291.1_cds_WP_002472781.1_31	144	26.14	0	0
lcl|NZ_CP035291.1_cds_WP_031870511.1_32	1254	943.65	0	0
lcl|NZ_CP035291.1_cds_WP_031870512.1_33	222	33.03	0	0
lcl|NZ_CP035291.1_cds_WP_031870513.1_34	498	197.04	0	0
lcl|NZ_CP035291.1_cds_WP_031870514.1_35	312	53.61	0	0
lcl|NZ_CP035291.1_cds_WP_031870515.1_36	351	75.86	0	0
lcl|NZ_CP035291.1_cds_WP_031870516.1_37	651	344.98	0	0
lcl|NZ_CP035291.1_cds_WP_031870517.1_38	510	205.32	0	0
lcl|NZ_CP035291.1_cds_WP_031870518.1_39	513	205.33	0	0
lcl|NZ_CP035291.1_cds_WP_031870519.1_40	1632	1333.13	0	0
lcl|NZ_CP035291.1_cds_WP_057504845.1_41	1362	1054.7	0	0
lcl|NZ_CP035291.1_cds_WP_031870521.1_42	1770	1463.85	0	0
lcl|NZ_CP035291.1_cds_WP_031870522.1_43	297	45.01	0	0
lcl|NZ_CP035291.1_cds_WP_249038003.1_45	663	358.25	0	0
lcl|NZ_CP035291.1_cds_WP_249038004.1_47	13497	13186.04	0	0
lcl|NZ_CP035291.1_cds_WP_000393940.1_48	1617	1313.09	0	0
lcl|NZ_CP035291.1_cds_WP_000640645.1_49	1512	1213.32	0	0
lcl|NZ_CP035291.1_cds_WP_057504674.1_50	2052	1741.66	0	0
lcl|NZ_CP035291.1_cds_WP_016930484.1_52	168	28.14	5	5.94
lcl|NZ_CP035291.1_cds_WP_016930485.1_53	888	580.56	3002	172.97
lcl|NZ_CP035291.1_cds_WP_016930486.1_54	189	29.25	61	69.76
lcl|NZ_CP035291.1_cds_WP_011274452.1_55	525	199.98	504	84.31
lcl|NZ_CP035291.1_cds_WP_011274453.1_56	879	578.64	229	13.24
lcl|NZ_CP035291.1_cds_WP_011274454.1_57	984	667.56	1009	50.56
lcl|NZ_CP035291.1_cds_WP_011274455.1_58	123	25.94	9	11.61
lcl|NZ_CP035291.1_cds_WP_224743112.1_59	1437	1135.22	1158	34.12
lcl|NZ_CP035291.1_cds_WP_029376608.1_60	645	353.13	123	11.65
lcl|NZ_CP035291.1_cds_WP_016930491.1_62	1224	914.37	191	6.99
lcl|NZ_CP035291.1_cds_WP_033080090.1_63	1053	775.6	1789	77.16
lcl|NZ_CP035291.1_cds_WP_057504675.1_64	1917	1616.19	204	4.22
lcl|NZ_CP035291.1_cds_WP_037558281.1_65	855	551.63	0	0
lcl|NZ_CP035291.1_cds_WP_037558280.1_66	459	154.17	454	98.51
lcl|NZ_CP035291.1_cds_WP_037558278.1_67	1068	765.43	310	13.55
lcl|NZ_CP035291.1_cds_WP_053020431.1_68	1896	1570.06	1797	38.29
lcl|NZ_CP035291.1_cds_WP_057504676.1_69	930	632.79	1903	100.6
lcl|NZ_CP035291.1_cds_WP_049426148.1_70	837	535.19	799	49.94
lcl|NZ_CP035291.1_cds_WP_033079596.1_71	744	436.74	726	55.61
lcl|NZ_CP035291.1_cds_WP_057504677.1_72	1200	902.56	289	10.71
lcl|NZ_CP035291.1_cds_WP_037537419.1_73	1362	1075.58	1567	48.73
lcl|NZ_CP035291.1_cds_WP_011274475.1_74	693	391.82	120	10.24
lcl|NZ_CP035291.1_cds_WP_057504678.1_75	1554	1240.93	279	7.52
lcl|NZ_CP035291.1_cds_WP_016930503.1_76	957	655.86	312	15.91
lcl|NZ_CP035291.1_cds_WP_057504679.1_77	768	476.52	248	17.41
lcl|NZ_CP035291.1_cds_WP_011274479.1_78	768	470.98	438	31.11
