target_id	length	eff_length	est_counts	tpm
lcl|NZ_CP035291.1_cds_WP_016930933.1_1	1356	1058.61	5518	151.93
lcl|NZ_CP035291.1_cds_WP_011274360.1_2	1134	836.85	12361	430.54
lcl|NZ_CP035291.1_cds_WP_172458781.1_3	243	35.95	1390	1126.99
lcl|NZ_CP035291.1_cds_WP_016930931.1_4	1116	816.79	9005	321.35
lcl|NZ_CP035291.1_cds_WP_033079924.1_5	1935	1637.38	17505	311.62
lcl|NZ_CP035291.1_cds_WP_016930929.1_6	2700	2402.64	48399	587.16
lcl|NZ_CP035291.1_cds_WP_016930928.1_7	813	515.18	1049	59.35
lcl|NZ_CP035291.1_cds_WP_016930927.1_8	1287	990.06	23833	701.65
lcl|NZ_CP035291.1_cds_WP_016930926.1_9	696	399.37	464	33.86
lcl|NZ_CP035291.1_cds_WP_016930925.1_10	330	59.68	203	99.15
lcl|NZ_CP035291.1_cds_WP_016930924.1_11	969	671.69	322	13.97
lcl|NZ_CP035291.1_cds_WP_029376641.1_12	927	630.59	3808	176.02
lcl|NZ_CP035291.1_cds_WP_011274371.1_13	1968	1671.11	19348	337.47
lcl|NZ_CP035291.1_cds_WP_016930923.1_14	447	151.88	3925	753.26
lcl|NZ_CP035291.1_cds_WP_011274373.1_15	1401	1104.81	17903	472.33
lcl|NZ_CP035291.1_cds_WP_011274374.1_16	1284	986.4	9552	282.26
lcl|NZ_CP035291.1_cds_WP_011274375.1_17	702	404.4	4666	336.31
lcl|NZ_CP035291.1_cds_WP_016930922.1_18	1827	1531.48	7551	143.71
lcl|NZ_CP035291.1_cds_WP_033079928.1_19	1332	1034.06	4633	130.59
lcl|NZ_CP035291.1_cds_WP_033079929.1_20	792	495.22	2528	148.79
lcl|NZ_CP035291.1_cds_WP_011274380.1_21	801	503.37	2316	134.11
lcl|NZ_CP035291.1_cds_WP_033079930.1_22	480	183.51	330	52.42
lcl|NZ_CP035291.1_cds_WP_057504846.1_23	777	479.12	0	0
lcl|NZ_CP035291.1_cds_WP_031864346.1_24	384	95.65	0	0
lcl|NZ_CP035291.1_cds_WP_224743207.1_25	567	269.89	0	0
lcl|NZ_CP035291.1_cds_WP_048665480.1_26	396	106.2	0	0
lcl|NZ_CP035291.1_cds_WP_172458787.1_27	1293	996.13	0	0
lcl|NZ_CP035291.1_cds_WP_011274435.1_28	318	55.8	0	0
lcl|NZ_CP035291.1_cds_WP_031796870.1_29	2061	1764.4	0	0
lcl|NZ_CP035291.1_cds_WP_016931282.1_30	546	248.04	0	0
lcl|NZ_CP035291.1_cds_WP_002472781.1_31	144	30.75	0	0
lcl|NZ_CP035291.1_cds_WP_031870511.1_32	1254	956.56	0	0
lcl|NZ_CP035291.1_cds_WP_031870512.1_33	222	31.2	0	0
lcl|NZ_CP035291.1_cds_WP_031870513.1_34	498	201.22	0	0
lcl|NZ_CP035291.1_cds_WP_031870514.1_35	312	52.37	0	0
lcl|NZ_CP035291.1_cds_WP_031870515.1_36	351	72.99	0	0
lcl|NZ_CP035291.1_cds_WP_031870516.1_37	651	354.09	0	0
lcl|NZ_CP035291.1_cds_WP_031870517.1_38	510	212.54	0	0
lcl|NZ_CP035291.1_cds_WP_031870518.1_39	513	217.17	0	0
lcl|NZ_CP035291.1_cds_WP_031870519.1_40	1632	1335.36	0	0
lcl|NZ_CP035291.1_cds_WP_057504845.1_41	1362	1065.51	0	0
lcl|NZ_CP035291.1_cds_WP_031870521.1_42	1770	1473.34	0	0
lcl|NZ_CP035291.1_cds_WP_031870522.1_43	297	49.22	0	0
lcl|NZ_CP035291.1_cds_WP_249038003.1_45	663	366.36	0	0
lcl|NZ_CP035291.1_cds_WP_249038004.1_47	13497	13200.93	0	0
lcl|NZ_CP035291.1_cds_WP_000393940.1_48	1617	1321.56	0	0
lcl|NZ_CP035291.1_cds_WP_000640645.1_49	1512	1215.43	0	0
lcl|NZ_CP035291.1_cds_WP_057504674.1_50	2052	1755.37	0	0
lcl|NZ_CP035291.1_cds_WP_016930484.1_52	168	27.68	8	8.42
lcl|NZ_CP035291.1_cds_WP_016930485.1_53	888	591.02	2607	128.57
lcl|NZ_CP035291.1_cds_WP_016930486.1_54	189	27.89	60	62.71
lcl|NZ_CP035291.1_cds_WP_011274452.1_55	525	229.29	517	65.72
lcl|NZ_CP035291.1_cds_WP_011274453.1_56	879	581.4	217	10.88
lcl|NZ_CP035291.1_cds_WP_011274454.1_57	984	686.78	1125	47.75
lcl|NZ_CP035291.1_cds_WP_011274455.1_58	123	31.42	12	11.13
lcl|NZ_CP035291.1_cds_WP_224743112.1_59	1437	1140.85	1272	32.5
lcl|NZ_CP035291.1_cds_WP_029376608.1_60	645	346.41	79	6.65
lcl|NZ_CP035291.1_cds_WP_016930491.1_62	1224	927.44	217	6.82
lcl|NZ_CP035291.1_cds_WP_033080090.1_63	1053	754.75	2220	85.73
lcl|NZ_CP035291.1_cds_WP_057504675.1_64	1917	1619.38	207	3.73
lcl|NZ_CP035291.1_cds_WP_037558281.1_65	855	557.62	0	0
lcl|NZ_CP035291.1_cds_WP_037558280.1_66	459	163.76	554	98.61
lcl|NZ_CP035291.1_cds_WP_037558278.1_67	1068	770.92	326	12.33
lcl|NZ_CP035291.1_cds_WP_053020431.1_68	1896	1598.57	1943	35.43
lcl|NZ_CP035291.1_cds_WP_057504676.1_69	930	632.4	2480	114.31
lcl|NZ_CP035291.1_cds_WP_049426148.1_70	837	539.72	687	37.1
lcl|NZ_CP035291.1_cds_WP_033079596.1_71	744	447.09	775	50.53
lcl|NZ_CP035291.1_cds_WP_057504677.1_72	1200	902.97	294	9.49
lcl|NZ_CP035291.1_cds_WP_037537419.1_73	1362	1065.9	2537	69.38
lcl|NZ_CP035291.1_cds_WP_011274475.1_74	693	396.07	126	9.27
lcl|NZ_CP035291.1_cds_WP_057504678.1_75	1554	1257.38	314	7.28
lcl|NZ_CP035291.1_cds_WP_016930503.1_76	957	659.91	459	20.27
lcl|NZ_CP035291.1_cds_WP_057504679.1_77	768	470.71	311	19.26
lcl|NZ_CP035291.1_cds_WP_011274479.1_78	768	470.87	512	31.69
lcl|NZ_CP035291.1_cds_WP_016930504.1_79	636	339.75	330	28.31
lcl|NZ_CP035291.1_cds_WP_016930505.1_80	1173	874.44	572	19.07
lcl|NZ_CP035291.1_cds_WP_011274482.1_81	225	32.02	99	90.12
lcl|NZ_CP035291.1_cds_WP_016930506.1_82	861	563.69	258	13.34
lcl|NZ_CP035291.1_cds_WP_053024125.1_83	1326	1028.3	1101	31.21
lcl|NZ_CP035291.1_cds_WP_053021356.1_84	432	138.32	586	123.49
lcl|NZ_CP035291.1_cds_WP_053021355.1_85	432	137.89	727	153.68
lcl|NZ_CP035291.1_cds_WP_053021354.1_86	1017	719.15	6955	281.89
lcl|NZ_CP035291.1_cds_WP_080366778.1_87	345	68.66	3716	1577.53
lcl|NZ_CP035291.1_cds_WP_230197425.1_88	528	231.98	198	24.88
lcl|NZ_CP035291.1_cds_WP_016930515.1_89	1050	752.89	792	30.66
lcl|NZ_CP035291.1_cds_WP_011274491.1_90	663	365.65	736	58.67
lcl|NZ_CP035291.1_cds_WP_053021352.1_91	1410	1111.85	9112	238.88
lcl|NZ_CP035291.1_cds_WP_037550884.1_92	624	327.28	2198	195.76
lcl|NZ_CP035291.1_cds_WP_037558271.1_93	666	370.43	250	19.67
lcl|NZ_CP035291.1_cds_WP_053021351.1_94	537	240.58	290	35.14
lcl|NZ_CP035291.1_cds_WP_037558269.1_95	288	44.11	840	555.07
lcl|NZ_CP035291.1_cds_WP_037558268.1_96	2250	1953.27	797	11.89
lcl|NZ_CP035291.1_cds_WP_037558267.1_97	864	567.29	187	9.61
lcl|NZ_CP035291.1_cds_WP_037558265.1_99	864	566.87	228	11.72
lcl|NZ_CP035291.1_cds_WP_037558264.1_100	969	672.43	77	3.34
lcl|NZ_CP035291.1_cds_WP_011274504.1_101	882	585.18	23	1.15
lcl|NZ_CP035291.1_cds_WP_011274505.1_102	390	101.42	7	2.01
lcl|NZ_CP035291.1_cds_WP_037558262.1_103	1497	1201.74	98	2.38
