target_id	length	eff_length	est_counts	tpm
lcl|NZ_CP035291.1_cds_WP_016930933.1_1	1356	1076.76	3799	119.19
lcl|NZ_CP035291.1_cds_WP_011274360.1_2	1134	849.42	9584	381.18
lcl|NZ_CP035291.1_cds_WP_172458781.1_3	243	34.67	1679	1636.06
lcl|NZ_CP035291.1_cds_WP_016930931.1_4	1116	834.98	6896	279.01
lcl|NZ_CP035291.1_cds_WP_033079924.1_5	1935	1642.43	12930	265.96
lcl|NZ_CP035291.1_cds_WP_016930929.1_6	2700	2413.92	37767	528.56
lcl|NZ_CP035291.1_cds_WP_016930928.1_7	813	521.42	663	42.96
lcl|NZ_CP035291.1_cds_WP_016930927.1_8	1287	995.43	20608	699.4
lcl|NZ_CP035291.1_cds_WP_016930926.1_9	696	399.35	298	25.21
lcl|NZ_CP035291.1_cds_WP_016930925.1_10	330	64.94	167	86.88
lcl|NZ_CP035291.1_cds_WP_016930924.1_11	969	687.38	319	15.68
lcl|NZ_CP035291.1_cds_WP_029376641.1_12	927	642.08	3894	204.88
lcl|NZ_CP035291.1_cds_WP_011274371.1_13	1968	1665.68	15976	324.03
lcl|NZ_CP035291.1_cds_WP_016930923.1_14	447	148.67	2499	567.87
lcl|NZ_CP035291.1_cds_WP_011274373.1_15	1401	1111.72	11764	357.49
lcl|NZ_CP035291.1_cds_WP_011274374.1_16	1284	987.39	7142	244.36
lcl|NZ_CP035291.1_cds_WP_011274375.1_17	702	415.98	4772	387.55
lcl|NZ_CP035291.1_cds_WP_016930922.1_18	1827	1537.07	10478	230.3
lcl|NZ_CP035291.1_cds_WP_033079928.1_19	1332	1035.3	6386	208.38
lcl|NZ_CP035291.1_cds_WP_033079929.1_20	792	506.1	2042	136.31
lcl|NZ_CP035291.1_cds_WP_011274380.1_21	801	514.96	1711	112.25
lcl|NZ_CP035291.1_cds_WP_033079930.1_22	480	199.59	385	65.17
lcl|NZ_CP035291.1_cds_WP_057504846.1_23	777	473.9	0	0
lcl|NZ_CP035291.1_cds_WP_031864346.1_24	384	111.22	0	0
lcl|NZ_CP035291.1_cds_WP_224743207.1_25	567	264.84	0	0
lcl|NZ_CP035291.1_cds_WP_048665480.1_26	396	111.59	0	0
lcl|NZ_CP035291.1_cds_WP_172458787.1_27	1293	1010.67	0	0
lcl|NZ_CP035291.1_cds_WP_011274435.1_28	318	59.9	0	0
lcl|NZ_CP035291.1_cds_WP_031796870.1_29	2061	1761.98	0	0
lcl|NZ_CP035291.1_cds_WP_016931282.1_30	546	252.71	0	0
lcl|NZ_CP035291.1_cds_WP_002472781.1_31	144	23.83	0	0
lcl|NZ_CP035291.1_cds_WP_031870511.1_32	1254	970.07	0	0
lcl|NZ_CP035291.1_cds_WP_031870512.1_33	222	31.43	0	0
lcl|NZ_CP035291.1_cds_WP_031870513.1_34	498	208.78	0	0
lcl|NZ_CP035291.1_cds_WP_031870514.1_35	312	51.56	0	0
lcl|NZ_CP035291.1_cds_WP_031870515.1_36	351	76.03	0	0
lcl|NZ_CP035291.1_cds_WP_031870516.1_37	651	360.9	0	0
lcl|NZ_CP035291.1_cds_WP_031870517.1_38	510	212.94	0	0
lcl|NZ_CP035291.1_cds_WP_031870518.1_39	513	215.38	0	0
lcl|NZ_CP035291.1_cds_WP_031870519.1_40	1632	1328.8	0	0
lcl|NZ_CP035291.1_cds_WP_057504845.1_41	1362	1071.55	0	0
lcl|NZ_CP035291.1_cds_WP_031870521.1_42	1770	1473.65	0	0
lcl|NZ_CP035291.1_cds_WP_031870522.1_43	297	46.16	0	0
lcl|NZ_CP035291.1_cds_WP_249038003.1_45	663	367.85	0	0
lcl|NZ_CP035291.1_cds_WP_249038004.1_47	13497	13213.9	0	0
lcl|NZ_CP035291.1_cds_WP_000393940.1_48	1617	1321.18	0	0
lcl|NZ_CP035291.1_cds_WP_000640645.1_49	1512	1236.4	0	0
lcl|NZ_CP035291.1_cds_WP_057504674.1_50	2052	1767.03	0	0
lcl|NZ_CP035291.1_cds_WP_016930484.1_52	168	27.18	4	4.97
lcl|NZ_CP035291.1_cds_WP_016930485.1_53	888	607.2	2432	135.31
lcl|NZ_CP035291.1_cds_WP_016930486.1_54	189	28.03	55	66.29
lcl|NZ_CP035291.1_cds_WP_011274452.1_55	525	225.87	487	72.84
lcl|NZ_CP035291.1_cds_WP_011274453.1_56	879	586.86	137	7.89
lcl|NZ_CP035291.1_cds_WP_011274454.1_57	984	678.94	742	36.92
lcl|NZ_CP035291.1_cds_WP_011274455.1_58	123	38.19	9	7.96
lcl|NZ_CP035291.1_cds_WP_224743112.1_59	1437	1138.17	830	24.64
lcl|NZ_CP035291.1_cds_WP_029376608.1_60	645	342.64	66	6.51
lcl|NZ_CP035291.1_cds_WP_016930491.1_62	1224	932.17	208	7.54
lcl|NZ_CP035291.1_cds_WP_033080090.1_63	1053	761.31	1439	63.86
lcl|NZ_CP035291.1_cds_WP_057504675.1_64	1917	1617.33	222	4.64
lcl|NZ_CP035291.1_cds_WP_037558281.1_65	855	563.31	0	0
lcl|NZ_CP035291.1_cds_WP_037558280.1_66	459	167.4	459	92.63
lcl|NZ_CP035291.1_cds_WP_037558278.1_67	1068	798.14	233	9.86
lcl|NZ_CP035291.1_cds_WP_053020431.1_68	1896	1616.71	1558	32.56
lcl|NZ_CP035291.1_cds_WP_057504676.1_69	930	627.73	1468	79.01
lcl|NZ_CP035291.1_cds_WP_049426148.1_70	837	556.59	663	40.24
lcl|NZ_CP035291.1_cds_WP_033079596.1_71	744	454.27	459	34.14
lcl|NZ_CP035291.1_cds_WP_057504677.1_72	1200	902.11	319	11.95
lcl|NZ_CP035291.1_cds_WP_037537419.1_73	1362	1076.05	1603	50.33
lcl|NZ_CP035291.1_cds_WP_011274475.1_74	693	402.78	129	10.82
lcl|NZ_CP035291.1_cds_WP_057504678.1_75	1554	1267.4	157	4.18
lcl|NZ_CP035291.1_cds_WP_016930503.1_76	957	642.21	299	15.73
lcl|NZ_CP035291.1_cds_WP_057504679.1_77	768	482.76	273	19.1
lcl|NZ_CP035291.1_cds_WP_011274479.1_78	768	464.46	418	30.4
lcl|NZ_CP035291.1_cds_WP_016930504.1_79	636	351.01	267	25.7
lcl|NZ_CP035291.1_cds_WP_016930505.1_80	1173	879.48	415	15.94
lcl|NZ_CP035291.1_cds_WP_011274482.1_81	225	31.43	260	279.47
lcl|NZ_CP035291.1_cds_WP_016930506.1_82	861	578.43	334	19.51
lcl|NZ_CP035291.1_cds_WP_053024125.1_83	1326	1040.51	829	26.92
lcl|NZ_CP035291.1_cds_WP_053021356.1_84	432	145.82	411	95.22
lcl|NZ_CP035291.1_cds_WP_053021355.1_85	432	145.31	596	138.56
lcl|NZ_CP035291.1_cds_WP_053021354.1_86	1017	725.53	6202	288.79
lcl|NZ_CP035291.1_cds_WP_080366778.1_87	345	78.68	3800	1631.63
lcl|NZ_CP035291.1_cds_WP_230197425.1_88	528	236.28	273	39.03
lcl|NZ_CP035291.1_cds_WP_016930515.1_89	1050	747.8	1164	52.59
lcl|NZ_CP035291.1_cds_WP_011274491.1_90	663	364.62	860	79.68
lcl|NZ_CP035291.1_cds_WP_053021352.1_91	1410	1121.74	8105	244.1
lcl|NZ_CP035291.1_cds_WP_037550884.1_92	624	342.62	2515	247.99
lcl|NZ_CP035291.1_cds_WP_037558271.1_93	666	380.21	186	16.53
lcl|NZ_CP035291.1_cds_WP_053021351.1_94	537	243.25	233	32.36
lcl|NZ_CP035291.1_cds_WP_037558269.1_95	288	45.03	478	358.62
lcl|NZ_CP035291.1_cds_WP_037558268.1_96	2250	1957.41	490	8.46
lcl|NZ_CP035291.1_cds_WP_037558267.1_97	864	571.35	145	8.57
lcl|NZ_CP035291.1_cds_WP_037558265.1_99	864	568.68	245	14.55
lcl|NZ_CP035291.1_cds_WP_037558264.1_100	969	694.05	63	3.07
lcl|NZ_CP035291.1_cds_WP_011274504.1_101	882	589.78	28	1.6
lcl|NZ_CP035291.1_cds_WP_011274505.1_102	390	109.84	7	2.15
lcl|NZ_CP035291.1_cds_WP_037558262.1_103	1497	1195.24	63	1.78
lcl|NZ_CP035291.1_cds_WP_011274507.1_104	939	638.16	59	3.12
lcl|NZ_CP035291.1_cds_WP_016930525.1_105	918	631.67	93	4.97
lcl|NZ_CP035291.1_cds_WP_011274509.1_106	849	584.89	805	46.5
lcl|NZ_CP035291.1_cds_WP_011274510.1_107	819	534.04	833	52.7
lcl|NZ_CP035291.1_cds_WP_011274511.1_108	852	559.38	1215	73.38
lcl|NZ_CP035291.1_cds_WP_011274512.1_109	384	105.74	916	292.66
lcl|NZ_CP035291.1_cds_WP_011274514.1_110	864	575.59	437	25.65
lcl|NZ_CP035291.1_cds_WP_011274515.1_111	678	374.36	486	43.86
lcl|NZ_CP035291.1_cds_WP_235205230.1_112	840	548.37	157	9.67
lcl|NZ_CP035291.1_cds_WP_011274517.1_113	303	50.31	0	0
lcl|NZ_CP035291.1_cds_WP_011274518.1_114	1296	1014.55	0	0
lcl|NZ_CP035291.1_cds_WP_011274519.1_115	318	56.73	0	0
lcl|NZ_CP035291.1_cds_WP_011274521.1_116	1089	800.82	0	0
lcl|NZ_CP035291.1_cds_WP_011274522.1_117	1005	712.7	0	0
lcl|NZ_CP035291.1_cds_WP_011274523.1_118	867	575.36	888	52.14
lcl|NZ_CP035291.1_cds_WP_011274524.1_119	552	260.59	946	122.64
lcl|NZ_CP035291.1_cds_WP_011274525.1_120	1182	894.42	534	20.17
lcl|NZ_CP035291.1_cds_WP_011274526.1_121	1608	1314.02	680	17.48
lcl|NZ_CP035291.1_cds_WP_046464640.1_122	405	118.3	2153	614.84
lcl|NZ_CP035291.1_cds_WP_057504703.1_123	1290	988.86	1062	36.28
lcl|NZ_CP035291.1_cds_WP_016930541.1_124	702	417.99	0	0
lcl|NZ_CP035291.1_cds_WP_053030727.1_125	1395	1106.38	1471	44.92
lcl|NZ_CP035291.1_cds_WP_053030726.1_126	780	483.96	0	0
lcl|NZ_CP035291.1_cds_WP_011274531.1_127	240	34.39	814	799.64
lcl|NZ_CP035291.1_cds_WP_037537465.1_128	528	234.72	40	5.76
lcl|NZ_CP035291.1_cds_WP_037537466.1_129	1035	749.4	827	37.28
lcl|NZ_CP035291.1_cds_WP_057504680.1_130	1611	1312.77	21	0.54
lcl|NZ_CP035291.1_cds_WP_037537468.1_131	1281	1019.67	61	2.02
lcl|NZ_CP035291.1_cds_WP_037537472.1_132	783	484.08	89	6.21
lcl|NZ_CP035291.1_cds_WP_053020428.1_133	1704	1420.06	307	7.3
lcl|NZ_CP035291.1_cds_WP_011274541.1_134	399	106.44	582	184.72
lcl|NZ_CP035291.1_cds_WP_016930548.1_135	1659	1373.08	600	14.76
lcl|NZ_CP035291.1_cds_WP_011274543.1_136	1383	1083.66	1328	41.4
lcl|NZ_CP035291.1_cds_WP_011274544.1_137	1074	786.97	73	3.13
lcl|NZ_CP035291.1_cds_WP_011274545.1_138	441	151.2	215	48.04
lcl|NZ_CP035291.1_cds_WP_011274546.1_139	1344	1053.74	686	21.99
lcl|NZ_CP035291.1_cds_WP_011274547.1_140	687	397.3	1230	104.59
lcl|NZ_CP035291.1_cds_WP_011274548.1_141	513	218.96	1738	268.16
lcl|NZ_CP035291.1_cds_WP_057504681.1_142	1197	909.53	692	25.7
lcl|NZ_CP035291.1_cds_WP_011274551.1_143	408	135.8	268	66.67
lcl|NZ_CP035291.1_cds_WP_057504682.1_144	1353	1074.17	50	1.57
lcl|NZ_CP035291.1_cds_WP_037558252.1_145	948	661.61	29	1.48
lcl|NZ_CP035291.1_cds_WP_011274554.1_146	1041	750.99	36	1.62
lcl|NZ_CP035291.1_cds_WP_016930551.1_147	1299	999.63	154	5.2
lcl|NZ_CP035291.1_cds_WP_037558251.1_148	1362	1072.63	792	24.94
lcl|NZ_CP035291.1_cds_WP_057504683.1_149	339	71.09	110	52.27
lcl|NZ_CP035291.1_cds_WP_057504684.1_150	774	490.27	440	30.32
lcl|NZ_CP035291.1_cds_WP_037537490.1_152	216	31.25	296	320
lcl|NZ_CP035291.1_cds_WP_046308885.1_153	906	609.13	565	31.34
lcl|NZ_CP035291.1_cds_WP_011274567.1_154	189	29.43	72	82.65
lcl|NZ_CP035291.1_cds_WP_057504685.1_155	3207	2903.61	2804	32.62
lcl|NZ_CP035291.1_cds_WP_037558248.1_156	606	305.64	1066	117.83
lcl|NZ_CP035291.1_cds_WP_011274570.1_157	1731	1438.83	804	18.88
lcl|NZ_CP035291.1_cds_WP_011274571.1_158	339	65.08	144	74.75
lcl|NZ_CP035291.1_cds_WP_057504686.1_159	1770	1472	130	2.98
lcl|NZ_CP035291.1_cds_WP_037558246.1_160	1641	1338.8	480	12.11
lcl|NZ_CP035291.1_cds_WP_037558245.1_161	3204	2906.36	410	4.77
lcl|NZ_CP035291.1_cds_WP_057504687.1_162	912	617.05	243	13.3
lcl|NZ_CP035291.1_cds_WP_033079800.1_163	339	68.8	241	118.34
lcl|NZ_CP035291.1_cds_WP_037558243.1_164	837	555.1	207	12.6
lcl|NZ_CP035291.1_cds_WP_011274578.1_165	411	133.73	1	0.25
lcl|NZ_CP035291.1_cds_WP_011274579.1_166	555	267.66	4	0.5
lcl|NZ_CP035291.1_cds_WP_011274581.1_167	198	28.84	66	77.31
lcl|NZ_CP035291.1_cds_WP_057504688.1_168	858	556.51	128	7.77
lcl|NZ_CP035291.1_cds_WP_080388593.1_169	405	124.95	145	39.2
lcl|NZ_CP035291.1_cds_WP_230197427.1_171	987	695.45	874	42.46
lcl|NZ_CP035291.1_cds_WP_011274587.1_172	999	708.84	3308	157.66
lcl|NZ_CP035291.1_cds_WP_016930574.1_173	930	636.98	4689	248.69
lcl|NZ_CP035291.1_cds_WP_011274589.1_174	216	30.78	134	147.08
lcl|NZ_CP035291.1_cds_WP_016930575.1_175	189	28.03	41	49.42
lcl|NZ_CP035291.1_cds_WP_011274591.1_176	342	66.43	190	96.63
lcl|NZ_CP035291.1_cds_WP_046308894.1_177	1023	721.55	5686	266.22
lcl|NZ_CP035291.1_cds_WP_011274593.1_178	915	621.39	3674	199.75
lcl|NZ_CP035291.1_cds_WP_037558237.1_179	798	504.59	2354	157.61
lcl|NZ_CP035291.1_cds_WP_011274595.1_180	342	75.2	798	358.5
lcl|NZ_CP035291.1_cds_WP_076684516.1_181	1002	722.26	3594	168.11
lcl|NZ_CP035291.1_cds_WP_037537524.1_182	1194	908.34	995	37.01
lcl|NZ_CP035291.1_cds_WP_033079795.1_183	966	677.56	72	3.59
lcl|NZ_CP035291.1_cds_WP_011274599.1_184	522	239.63	4	0.56
lcl|NZ_CP035291.1_cds_WP_011274600.1_185	168	26.79	6	7.57
lcl|NZ_CP035291.1_cds_WP_033079794.1_186	1419	1129.17	209	6.25
lcl|NZ_CP035291.1_cds_WP_053019652.1_187	1200	915.08	320	11.81
lcl|NZ_CP035291.1_cds_WP_037558235.1_188	786	505.75	381	25.45
lcl|NZ_CP035291.1_cds_WP_053019651.1_189	1623	1328.81	391	9.94
lcl|NZ_CP035291.1_cds_WP_011274605.1_190	1158	875.3	717	27.67
lcl|NZ_CP035291.1_cds_WP_011274606.1_191	249	34.99	509	491.45
lcl|NZ_CP035291.1_cds_WP_011274607.1_192	729	442.11	199	15.21
lcl|NZ_CP035291.1_cds_WP_011274608.1_193	672	383.87	85	7.48
lcl|NZ_CP035291.1_cds_WP_053022271.1_194	807	511.67	123	8.12
lcl|NZ_CP035291.1_cds_WP_037558233.1_195	867	577.67	191	11.17
lcl|NZ_CP035291.1_cds_WP_057504690.1_196	882	603.64	15	0.84
lcl|NZ_CP035291.1_cds_WP_011274612.1_197	1533	1236.38	141	3.85
lcl|NZ_CP035291.1_cds_WP_011274613.1_198	819	527.81	228	14.59
lcl|NZ_CP035291.1_cds_WP_011274614.1_199	609	320.28	414	43.67
lcl|NZ_CP035291.1_cds_WP_011274615.1_200	819	535.53	643	40.56
lcl|NZ_CP035291.1_cds_WP_057504691.1_201	663	374.8	117	10.55
lcl|NZ_CP035291.1_cds_WP_037558229.1_202	633	342.91	352	34.68
lcl|NZ_CP035291.1_cds_WP_057504692.1_203	774	485.78	303	21.07
lcl|NZ_CP035291.1_cds_WP_049394816.1_204	732	446.04	324	24.54
lcl|NZ_CP035291.1_cds_WP_057504693.1_205	960	682.6	494	24.45
lcl|NZ_CP035291.1_cds_WP_037537548.1_206	1563	1271.78	906	24.07
lcl|NZ_CP035291.1_cds_WP_011274622.1_207	639	352.48	1295	124.12
lcl|NZ_CP035291.1_cds_WP_011274623.1_208	927	647.27	953	49.74
lcl|NZ_CP035291.1_cds_WP_011274624.1_209	705	408.3	596	49.31
lcl|NZ_CP035291.1_cds_WP_037537549.1_210	1377	1084.74	2580	80.35
lcl|NZ_CP035291.1_cds_WP_037537551.1_211	975	673.05	772	38.75
lcl|NZ_CP035291.1_cds_WP_033079785.1_212	1203	910.58	231	8.57
lcl|NZ_CP035291.1_cds_WP_011274628.1_213	963	678.23	5515	274.71
lcl|NZ_CP035291.1_cds_WP_057504694.1_214	978	679.9	2106	104.64
lcl|NZ_CP035291.1_cds_WP_057504695.1_215	1647	1363.03	5138	127.35
lcl|NZ_CP035291.1_cds_WP_033079782.1_216	1140	839.81	1229	49.44
lcl|NZ_CP035291.1_cds_WP_033079781.1_217	1152	874.91	959	37.03
lcl|NZ_CP035291.1_cds_WP_033079780.1_218	588	307.92	251	27.54
lcl|NZ_CP035291.1_cds_WP_053030667.1_219	1776	1481.64	1053	24.01
lcl|NZ_CP035291.1_cds_WP_057504696.1_220	2259	1962.2	605	10.42
lcl|NZ_CP035291.1_cds_WP_057504697.1_221	786	502.26	142	9.55
lcl|NZ_CP035291.1_cds_WP_016930604.1_222	636	354.12	453	43.22
lcl|NZ_CP035291.1_cds_WP_057504698.1_223	846	554.94	1312	79.87
lcl|NZ_CP035291.1_cds_WP_057504699.1_224	717	421.86	296	23.7
lcl|NZ_CP035291.1_cds_WP_011274640.1_225	204	29.88	46	52.01
lcl|NZ_CP035291.1_cds_WP_057504700.1_226	483	200.78	43	7.24
