target_id	length	eff_length	est_counts	tpm
lcl|NZ_CP035291.1_cds_WP_016930933.1_1	1356	1045.48	5928	134.43
lcl|NZ_CP035291.1_cds_WP_011274360.1_2	1134	832.77	13451	382.93
lcl|NZ_CP035291.1_cds_WP_172458781.1_3	243	33.92	1746	1220.33
lcl|NZ_CP035291.1_cds_WP_016930931.1_4	1116	817.84	8048	233.3
lcl|NZ_CP035291.1_cds_WP_033079924.1_5	1935	1632.57	8622	125.21
lcl|NZ_CP035291.1_cds_WP_016930929.1_6	2700	2396.36	27925	276.27
lcl|NZ_CP035291.1_cds_WP_016930928.1_7	813	511.37	787	36.49
lcl|NZ_CP035291.1_cds_WP_016930927.1_8	1287	995.79	7290	173.56
lcl|NZ_CP035291.1_cds_WP_016930926.1_9	696	395	435	26.11
lcl|NZ_CP035291.1_cds_WP_016930925.1_10	330	58.52	240	97.23
lcl|NZ_CP035291.1_cds_WP_016930924.1_11	969	666.12	531	18.9
lcl|NZ_CP035291.1_cds_WP_029376641.1_12	927	627.77	2169	81.91
lcl|NZ_CP035291.1_cds_WP_011274371.1_13	1968	1669.18	8910	126.55
lcl|NZ_CP035291.1_cds_WP_016930923.1_14	447	141.19	1850	310.64
lcl|NZ_CP035291.1_cds_WP_011274373.1_15	1401	1102.53	7931	170.54
lcl|NZ_CP035291.1_cds_WP_011274374.1_16	1284	1003.49	2929	69.2
lcl|NZ_CP035291.1_cds_WP_011274375.1_17	702	401.33	3000	177.22
lcl|NZ_CP035291.1_cds_WP_016930922.1_18	1827	1530.64	4469	69.22
lcl|NZ_CP035291.1_cds_WP_033079928.1_19	1332	1027.88	1675	38.63
lcl|NZ_CP035291.1_cds_WP_033079929.1_20	792	492.81	1046	50.32
lcl|NZ_CP035291.1_cds_WP_011274380.1_21	801	514.44	1067	49.17
lcl|NZ_CP035291.1_cds_WP_033079930.1_22	480	185.02	226	28.96
lcl|NZ_CP035291.1_cds_WP_057504846.1_23	777	488.46	0	0
lcl|NZ_CP035291.1_cds_WP_031864346.1_24	384	93.24	0	0
lcl|NZ_CP035291.1_cds_WP_224743207.1_25	567	269.5	0	0
lcl|NZ_CP035291.1_cds_WP_048665480.1_26	396	103.72	0	0
lcl|NZ_CP035291.1_cds_WP_172458787.1_27	1293	980.78	0	0
lcl|NZ_CP035291.1_cds_WP_011274435.1_28	318	54.68	0	0
lcl|NZ_CP035291.1_cds_WP_031796870.1_29	2061	1756.14	0	0
lcl|NZ_CP035291.1_cds_WP_016931282.1_30	546	251.18	0	0
lcl|NZ_CP035291.1_cds_WP_002472781.1_31	144	28.65	0	0
lcl|NZ_CP035291.1_cds_WP_031870511.1_32	1254	951.73	0	0
lcl|NZ_CP035291.1_cds_WP_031870512.1_33	222	36.54	0	0
lcl|NZ_CP035291.1_cds_WP_031870513.1_34	498	194.82	0	0
lcl|NZ_CP035291.1_cds_WP_031870514.1_35	312	52.76	0	0
lcl|NZ_CP035291.1_cds_WP_031870515.1_36	351	69.09	0	0
lcl|NZ_CP035291.1_cds_WP_031870516.1_37	651	359.21	0	0
lcl|NZ_CP035291.1_cds_WP_031870517.1_38	510	225.15	0	0
lcl|NZ_CP035291.1_cds_WP_031870518.1_39	513	215.85	0	0
lcl|NZ_CP035291.1_cds_WP_031870519.1_40	1632	1340.41	0	0
lcl|NZ_CP035291.1_cds_WP_057504845.1_41	1362	1059.9	0	0
lcl|NZ_CP035291.1_cds_WP_031870521.1_42	1770	1475.99	0	0
lcl|NZ_CP035291.1_cds_WP_031870522.1_43	297	46.14	0	0
lcl|NZ_CP035291.1_cds_WP_249038003.1_45	663	360.76	0	0
lcl|NZ_CP035291.1_cds_WP_249038004.1_47	13497	13196.71	0	0
lcl|NZ_CP035291.1_cds_WP_000393940.1_48	1617	1308.14	0	0
lcl|NZ_CP035291.1_cds_WP_000640645.1_49	1512	1213.28	0	0
lcl|NZ_CP035291.1_cds_WP_057504674.1_50	2052	1769.66	0	0
lcl|NZ_CP035291.1_cds_WP_016930484.1_52	168	27.64	-3	-2.57
lcl|NZ_CP035291.1_cds_WP_016930485.1_53	888	591.49	1017	40.76
lcl|NZ_CP035291.1_cds_WP_016930486.1_54	189	30.33	31	24.23
lcl|NZ_CP035291.1_cds_WP_011274452.1_55	525	230.02	231	23.81
lcl|NZ_CP035291.1_cds_WP_011274453.1_56	879	575.99	178	7.33
lcl|NZ_CP035291.1_cds_WP_011274454.1_57	984	682.83	1093	37.95
lcl|NZ_CP035291.1_cds_WP_011274455.1_58	123	25.78	17	15.63
lcl|NZ_CP035291.1_cds_WP_224743112.1_59	1437	1140.03	883	18.36
lcl|NZ_CP035291.1_cds_WP_029376608.1_60	645	350.48	94	6.36
lcl|NZ_CP035291.1_cds_WP_016930491.1_62	1224	924.73	427	10.95
lcl|NZ_CP035291.1_cds_WP_033080090.1_63	1053	756.4	915	28.68
lcl|NZ_CP035291.1_cds_WP_057504675.1_64	1917	1623.82	270	3.94
lcl|NZ_CP035291.1_cds_WP_037558281.1_65	855	548.03	0	0
lcl|NZ_CP035291.1_cds_WP_037558280.1_66	459	158.96	245	36.54
lcl|NZ_CP035291.1_cds_WP_037558278.1_67	1068	772.76	175	5.37
lcl|NZ_CP035291.1_cds_WP_053020431.1_68	1896	1581.51	1403	21.03
lcl|NZ_CP035291.1_cds_WP_057504676.1_69	930	630.46	3948	148.46
lcl|NZ_CP035291.1_cds_WP_049426148.1_70	837	535.69	677	29.96
lcl|NZ_CP035291.1_cds_WP_033079596.1_71	744	448.3	515	27.24
lcl|NZ_CP035291.1_cds_WP_057504677.1_72	1200	903.56	866	22.72
lcl|NZ_CP035291.1_cds_WP_037537419.1_73	1362	1063.36	975	21.74
lcl|NZ_CP035291.1_cds_WP_011274475.1_74	693	398.11	240	14.29
lcl|NZ_CP035291.1_cds_WP_057504678.1_75	1554	1252.63	456	8.63
lcl|NZ_CP035291.1_cds_WP_016930503.1_76	957	654.37	513	18.59
lcl|NZ_CP035291.1_cds_WP_057504679.1_77	768	474.16	317	15.85
lcl|NZ_CP035291.1_cds_WP_011274479.1_78	768	464.68	649	33.11
lcl|NZ_CP035291.1_cds_WP_016930504.1_79	636	339.89	529	36.9
lcl|NZ_CP035291.1_cds_WP_016930505.1_80	1173	847.82	406	11.35
lcl|NZ_CP035291.1_cds_WP_011274482.1_81	225	29.59	194	155.43
lcl|NZ_CP035291.1_cds_WP_016930506.1_82	861	568.76	423	17.63
lcl|NZ_CP035291.1_cds_WP_053024125.1_83	1326	1029.36	1032	23.77
