target_id	length	eff_length	est_counts	tpm
lcl|NZ_CP035291.1_cds_WP_016930933.1_1	1356	1059.63	2942	89.24
lcl|NZ_CP035291.1_cds_WP_011274360.1_2	1134	836.06	11054	424.97
lcl|NZ_CP035291.1_cds_WP_172458781.1_3	243	34.25	1907	1789.64
lcl|NZ_CP035291.1_cds_WP_016930931.1_4	1116	822.93	6892	269.19
lcl|NZ_CP035291.1_cds_WP_033079924.1_5	1935	1639.56	15339	300.71
lcl|NZ_CP035291.1_cds_WP_016930929.1_6	2700	2415.78	30180	401.55
lcl|NZ_CP035291.1_cds_WP_016930928.1_7	813	516.75	600	37.32
lcl|NZ_CP035291.1_cds_WP_016930927.1_8	1287	988.85	21453	697.32
lcl|NZ_CP035291.1_cds_WP_016930926.1_9	696	402.3	281	22.45
lcl|NZ_CP035291.1_cds_WP_016930925.1_10	330	68.47	150	70.42
lcl|NZ_CP035291.1_cds_WP_016930924.1_11	969	682.38	311	14.65
lcl|NZ_CP035291.1_cds_WP_029376641.1_12	927	628.8	4379	223.84
lcl|NZ_CP035291.1_cds_WP_011274371.1_13	1968	1683.83	14023	267.68
lcl|NZ_CP035291.1_cds_WP_016930923.1_14	447	165.69	4835	937.94
lcl|NZ_CP035291.1_cds_WP_011274373.1_15	1401	1120.79	8766	251.39
lcl|NZ_CP035291.1_cds_WP_011274374.1_16	1284	986.7	6948	226.33
lcl|NZ_CP035291.1_cds_WP_011274375.1_17	702	400.25	4461	358.24
lcl|NZ_CP035291.1_cds_WP_016930922.1_18	1827	1540.14	9315	194.4
lcl|NZ_CP035291.1_cds_WP_033079928.1_19	1332	1027.13	3568	111.65
lcl|NZ_CP035291.1_cds_WP_033079929.1_20	792	500.43	2251	144.58
lcl|NZ_CP035291.1_cds_WP_011274380.1_21	801	513.65	1808	113.14
lcl|NZ_CP035291.1_cds_WP_033079930.1_22	480	196.78	351	57.33
lcl|NZ_CP035291.1_cds_WP_057504846.1_23	777	488.21	0	0
lcl|NZ_CP035291.1_cds_WP_031864346.1_24	384	101.13	0	0
lcl|NZ_CP035291.1_cds_WP_224743207.1_25	567	282.39	0	0
lcl|NZ_CP035291.1_cds_WP_048665480.1_26	396	109.26	0	0
lcl|NZ_CP035291.1_cds_WP_172458787.1_27	1293	998.24	0	0
lcl|NZ_CP035291.1_cds_WP_011274435.1_28	318	59.51	0	0
lcl|NZ_CP035291.1_cds_WP_031796870.1_29	2061	1769.79	0	0
lcl|NZ_CP035291.1_cds_WP_016931282.1_30	546	258.09	0	0
lcl|NZ_CP035291.1_cds_WP_002472781.1_31	144	25.3	0	0
lcl|NZ_CP035291.1_cds_WP_031870511.1_32	1254	961.89	0	0
lcl|NZ_CP035291.1_cds_WP_031870512.1_33	222	31.08	0	0
lcl|NZ_CP035291.1_cds_WP_031870513.1_34	498	204.43	0	0
lcl|NZ_CP035291.1_cds_WP_031870514.1_35	312	56.42	0	0
lcl|NZ_CP035291.1_cds_WP_031870515.1_36	351	77.1	0	0
lcl|NZ_CP035291.1_cds_WP_031870516.1_37	651	363.68	0	0
lcl|NZ_CP035291.1_cds_WP_031870517.1_38	510	221.77	0	0
lcl|NZ_CP035291.1_cds_WP_031870518.1_39	513	217.64	0	0
lcl|NZ_CP035291.1_cds_WP_031870519.1_40	1632	1334.51	0	0
lcl|NZ_CP035291.1_cds_WP_057504845.1_41	1362	1069.53	0	0
lcl|NZ_CP035291.1_cds_WP_031870521.1_42	1770	1486.14	0	0
lcl|NZ_CP035291.1_cds_WP_031870522.1_43	297	46.38	0	0
lcl|NZ_CP035291.1_cds_WP_249038003.1_45	663	364.67	0	0
lcl|NZ_CP035291.1_cds_WP_249038004.1_47	13497	13203.71	0	0
lcl|NZ_CP035291.1_cds_WP_000393940.1_48	1617	1327.38	0	0
lcl|NZ_CP035291.1_cds_WP_000640645.1_49	1512	1216.61	0	0
lcl|NZ_CP035291.1_cds_WP_057504674.1_50	2052	1761.27	0	0
lcl|NZ_CP035291.1_cds_WP_016930484.1_52	168	26.92	5	5.97
lcl|NZ_CP035291.1_cds_WP_016930485.1_53	888	599.78	2191	117.42
lcl|NZ_CP035291.1_cds_WP_016930486.1_54	189	27.94	53	60.97
lcl|NZ_CP035291.1_cds_WP_011274452.1_55	525	237.27	510	69.09
lcl|NZ_CP035291.1_cds_WP_011274453.1_56	879	581.46	130	7.19
lcl|NZ_CP035291.1_cds_WP_011274454.1_57	984	684.67	845	39.67
lcl|NZ_CP035291.1_cds_WP_011274455.1_58	123	33.88	4	3.79
lcl|NZ_CP035291.1_cds_WP_224743112.1_59	1437	1146.59	499	13.99
lcl|NZ_CP035291.1_cds_WP_029376608.1_60	645	353.18	98	8.92
lcl|NZ_CP035291.1_cds_WP_016930491.1_62	1224	922.34	221	7.7
lcl|NZ_CP035291.1_cds_WP_033080090.1_63	1053	745.69	2025	87.29
lcl|NZ_CP035291.1_cds_WP_057504675.1_64	1917	1624.97	233	4.61
lcl|NZ_CP035291.1_cds_WP_037558281.1_65	855	569.78	0	0
lcl|NZ_CP035291.1_cds_WP_037558280.1_66	459	167.02	599	115.27
lcl|NZ_CP035291.1_cds_WP_037558278.1_67	1068	789.08	375	15.28
lcl|NZ_CP035291.1_cds_WP_053020431.1_68	1896	1601.85	1811	36.34
lcl|NZ_CP035291.1_cds_WP_057504676.1_69	930	642.4	1332	66.65
lcl|NZ_CP035291.1_cds_WP_049426148.1_70	837	543.75	668	39.49
lcl|NZ_CP035291.1_cds_WP_033079596.1_71	744	460.29	407	28.42
lcl|NZ_CP035291.1_cds_WP_057504677.1_72	1200	921.52	329	11.48
lcl|NZ_CP035291.1_cds_WP_037537419.1_73	1362	1079.53	1267	37.72
lcl|NZ_CP035291.1_cds_WP_011274475.1_74	693	412.93	56	4.36
lcl|NZ_CP035291.1_cds_WP_057504678.1_75	1554	1248.19	233	6
lcl|NZ_CP035291.1_cds_WP_016930503.1_76	957	673.8	244	11.64
lcl|NZ_CP035291.1_cds_WP_057504679.1_77	768	479.25	303	20.32
lcl|NZ_CP035291.1_cds_WP_011274479.1_78	768	477.61	409	27.52
lcl|NZ_CP035291.1_cds_WP_016930504.1_79	636	340.9	350	33
