target_id	length	eff_length	est_counts	tpm
lcl|NZ_CP035291.1_cds_WP_016930933.1_1	1356	1060.18	2951	99.85
lcl|NZ_CP035291.1_cds_WP_011274360.1_2	1134	838.185	8644	369.93
lcl|NZ_CP035291.1_cds_WP_172458781.1_3	243	34.2405	989	1036.11
lcl|NZ_CP035291.1_cds_WP_016930931.1_4	1116	820.185	6145	268.76
lcl|NZ_CP035291.1_cds_WP_033079924.1_5	1935	1639.18	12289	268.93
lcl|NZ_CP035291.1_cds_WP_016930929.1_6	2700	2404.18	29597	441.6
lcl|NZ_CP035291.1_cds_WP_016930928.1_7	813	517.185	573	39.74
lcl|NZ_CP035291.1_cds_WP_016930927.1_8	1287	991.185	17966	650.2
lcl|NZ_CP035291.1_cds_WP_016930926.1_9	696	400.207	279	25.01
lcl|NZ_CP035291.1_cds_WP_016930925.1_10	330	61.5747	164	95.54
lcl|NZ_CP035291.1_cds_WP_016930924.1_11	969	673.185	266	14.17
lcl|NZ_CP035291.1_cds_WP_029376641.1_12	927	631.185	3665	208.29
lcl|NZ_CP035291.1_cds_WP_011274371.1_13	1968	1672.18	12532	268.83
lcl|NZ_CP035291.1_cds_WP_016930923.1_14	447	153.723	2573	600.41
lcl|NZ_CP035291.1_cds_WP_011274373.1_15	1401	1105.18	10562	342.82
lcl|NZ_CP035291.1_cds_WP_011274374.1_16	1284	988.185	6838	248.22
lcl|NZ_CP035291.1_cds_WP_011274375.1_17	702	406.207	3320	293.18
lcl|NZ_CP035291.1_cds_WP_016930922.1_18	1827	1531.18	7284	170.64
lcl|NZ_CP035291.1_cds_WP_033079928.1_19	1332	1036.18	3431	118.78
lcl|NZ_CP035291.1_cds_WP_033079929.1_20	792	496.185	1848	133.6
lcl|NZ_CP035291.1_cds_WP_011274380.1_21	801	505.185	1614	114.6
lcl|NZ_CP035291.1_cds_WP_033079930.1_22	480	185.353	327	63.28
lcl|NZ_CP035291.1_cds_WP_057504846.1_23	777	481.197	0	0
lcl|NZ_CP035291.1_cds_WP_031864346.1_24	384	98.0272	0	0
lcl|NZ_CP035291.1_cds_WP_224743207.1_25	567	271.382	0	0
lcl|NZ_CP035291.1_cds_WP_048665480.1_26	396	107.812	0	0
lcl|NZ_CP035291.1_cds_WP_172458787.1_27	1293	997.185	0	0
