target_id	length	eff_length	est_counts	tpm
lcl|NZ_CP035291.1_cds_WP_016930933.1_1	1356	1058.33	5573	169.16
lcl|NZ_CP035291.1_cds_WP_011274360.1_2	1134	836.332	12130	465.91
lcl|NZ_CP035291.1_cds_WP_172458781.1_3	243	33.1938	1427	1380.98
lcl|NZ_CP035291.1_cds_WP_016930931.1_4	1116	818.332	8410	330.13
lcl|NZ_CP035291.1_cds_WP_033079924.1_5	1935	1637.33	17341	340.22
lcl|NZ_CP035291.1_cds_WP_016930929.1_6	2700	2402.33	44695	597.65
lcl|NZ_CP035291.1_cds_WP_016930928.1_7	813	515.351	1244	77.54
lcl|NZ_CP035291.1_cds_WP_016930927.1_8	1287	989.332	22953	745.28
lcl|NZ_CP035291.1_cds_WP_016930926.1_9	696	398.367	446	35.96
lcl|NZ_CP035291.1_cds_WP_016930925.1_10	330	59.9859	328	175.65
lcl|NZ_CP035291.1_cds_WP_016930924.1_11	969	671.332	424	20.29
lcl|NZ_CP035291.1_cds_WP_029376641.1_12	927	629.332	3715	189.63
lcl|NZ_CP035291.1_cds_WP_011274371.1_13	1968	1670.33	17034	327.59
lcl|NZ_CP035291.1_cds_WP_016930923.1_14	447	151.555	3792	803.75
lcl|NZ_CP035291.1_cds_WP_011274373.1_15	1401	1103.33	15874	462.17
lcl|NZ_CP035291.1_cds_WP_011274374.1_16	1284	986.332	9834	320.28
lcl|NZ_CP035291.1_cds_WP_011274375.1_17	702	404.367	4425	351.53
lcl|NZ_CP035291.1_cds_WP_016930922.1_18	1827	1529.33	10211	214.48
lcl|NZ_CP035291.1_cds_WP_033079928.1_19	1332	1034.33	4669	145
lcl|NZ_CP035291.1_cds_WP_033079929.1_20	792	494.351	2482	161.28
lcl|NZ_CP035291.1_cds_WP_011274380.1_21	801	503.351	2250	143.59
lcl|NZ_CP035291.1_cds_WP_033079930.1_22	480	183.49	354	61.97
lcl|NZ_CP035291.1_cds_WP_057504846.1_23	777	479.351	0	0
lcl|NZ_CP035291.1_cds_WP_031864346.1_24	384	96.0597	0	0
lcl|NZ_CP035291.1_cds_WP_224743207.1_25	567	269.601	0	0
