target_id	length	eff_length	est_counts	tpm
lcl|NZ_CP035291.1_cds_WP_016930933.1_1	1356	1059.04	4148	128.58
lcl|NZ_CP035291.1_cds_WP_011274360.1_2	1134	849.07	10359	400.52
lcl|NZ_CP035291.1_cds_WP_172458781.1_3	243	35.54	1503	1388.31
lcl|NZ_CP035291.1_cds_WP_016930931.1_4	1116	814.77	8227	331.48
lcl|NZ_CP035291.1_cds_WP_033079924.1_5	1935	1643.51	14002	279.68
lcl|NZ_CP035291.1_cds_WP_016930929.1_6	2700	2402.02	39010	533.14
lcl|NZ_CP035291.1_cds_WP_016930928.1_7	813	529.1	589	36.54
lcl|NZ_CP035291.1_cds_WP_016930927.1_8	1287	998	18953	623.44
lcl|NZ_CP035291.1_cds_WP_016930926.1_9	696	405.65	298	24.12
lcl|NZ_CP035291.1_cds_WP_016930925.1_10	330	60.55	173	93.79
lcl|NZ_CP035291.1_cds_WP_016930924.1_11	969	678.02	301	14.57
lcl|NZ_CP035291.1_cds_WP_029376641.1_12	927	637.24	4521	232.9
lcl|NZ_CP035291.1_cds_WP_011274371.1_13	1968	1675.24	15671	307.09
lcl|NZ_CP035291.1_cds_WP_016930923.1_14	447	166.99	3066	602.74
lcl|NZ_CP035291.1_cds_WP_011274373.1_15	1401	1112.86	13172	388.56
lcl|NZ_CP035291.1_cds_WP_011274374.1_16	1284	993.39	7523	248.61
lcl|NZ_CP035291.1_cds_WP_011274375.1_17	702	408.33	4010	322.39
lcl|NZ_CP035291.1_cds_WP_016930922.1_18	1827	1537.01	9598	205
lcl|NZ_CP035291.1_cds_WP_033079928.1_19	1332	1046.54	7384	231.62
lcl|NZ_CP035291.1_cds_WP_033079929.1_20	792	501.31	2681	175.56
lcl|NZ_CP035291.1_cds_WP_011274380.1_21	801	504.75	1877	122.08
lcl|NZ_CP035291.1_cds_WP_033079930.1_22	480	188.54	335	58.33
lcl|NZ_CP035291.1_cds_WP_057504846.1_23	777	491.67	0	0
lcl|NZ_CP035291.1_cds_WP_031864346.1_24	384	108.23	0	0
lcl|NZ_CP035291.1_cds_WP_224743207.1_25	567	291.02	0	0
lcl|NZ_CP035291.1_cds_WP_048665480.1_26	396	117.2	0	0
lcl|NZ_CP035291.1_cds_WP_172458787.1_27	1293	992.91	0	0
lcl|NZ_CP035291.1_cds_WP_011274435.1_28	318	54.69	0	0
lcl|NZ_CP035291.1_cds_WP_031796870.1_29	2061	1770.46	0	0
lcl|NZ_CP035291.1_cds_WP_016931282.1_30	546	258.56	0	0
