target_id	length	eff_length	est_counts	tpm
lcl|NZ_CP035291.1_cds_WP_016930933.1_1	1356	1048.5	5079	164.65
lcl|NZ_CP035291.1_cds_WP_011274360.1_2	1134	843.76	10280	414.12
lcl|NZ_CP035291.1_cds_WP_172458781.1_3	243	35.84	1080	1024.25
lcl|NZ_CP035291.1_cds_WP_016930931.1_4	1116	810.33	7977	334.6
lcl|NZ_CP035291.1_cds_WP_033079924.1_5	1935	1643.52	17321	358.22
lcl|NZ_CP035291.1_cds_WP_016930929.1_6	2700	2399.28	35283	499.84
lcl|NZ_CP035291.1_cds_WP_016930928.1_7	813	506.88	1431	95.96
lcl|NZ_CP035291.1_cds_WP_016930927.1_8	1287	981.45	20456	708.44
lcl|NZ_CP035291.1_cds_WP_016930926.1_9	696	400	507	43.08
lcl|NZ_CP035291.1_cds_WP_016930925.1_10	330	60.06	286	161.86
lcl|NZ_CP035291.1_cds_WP_016930924.1_11	969	648.98	293	15.35
lcl|NZ_CP035291.1_cds_WP_029376641.1_12	927	614.95	4923	272.11
lcl|NZ_CP035291.1_cds_WP_011274371.1_13	1968	1672	16038	326.03
lcl|NZ_CP035291.1_cds_WP_016930923.1_14	447	154.58	3291	723.64
lcl|NZ_CP035291.1_cds_WP_011274373.1_15	1401	1106.32	13216	406.04
lcl|NZ_CP035291.1_cds_WP_011274374.1_16	1284	976.94	10290	358.01
lcl|NZ_CP035291.1_cds_WP_011274375.1_17	702	407.32	3935	328.37
lcl|NZ_CP035291.1_cds_WP_016930922.1_18	1827	1529.99	8830	196.16
lcl|NZ_CP035291.1_cds_WP_033079928.1_19	1332	1012.14	4680	157.16
lcl|NZ_CP035291.1_cds_WP_033079929.1_20	792	492.21	2436	168.22
lcl|NZ_CP035291.1_cds_WP_011274380.1_21	801	509.3	2372	158.3
lcl|NZ_CP035291.1_cds_WP_033079930.1_22	480	159.87	357	75.9
lcl|NZ_CP035291.1_cds_WP_057504846.1_23	777	479.41	0	0
lcl|NZ_CP035291.1_cds_WP_031864346.1_24	384	92.35	0	0
lcl|NZ_CP035291.1_cds_WP_224743207.1_25	567	271.15	0	0
lcl|NZ_CP035291.1_cds_WP_048665480.1_26	396	108.27	0	0
lcl|NZ_CP035291.1_cds_WP_172458787.1_27	1293	974.66	0	0
lcl|NZ_CP035291.1_cds_WP_011274435.1_28	318	50.71	0	0
lcl|NZ_CP035291.1_cds_WP_031796870.1_29	2061	1750.55	0	0
lcl|NZ_CP035291.1_cds_WP_016931282.1_30	546	244.22	0	0
lcl|NZ_CP035291.1_cds_WP_002472781.1_31	144	25.68	0	0
lcl|NZ_CP035291.1_cds_WP_031870511.1_32	1254	943.4	0	0
lcl|NZ_CP035291.1_cds_WP_031870512.1_33	222	33.91	0	0
lcl|NZ_CP035291.1_cds_WP_031870513.1_34	498	192.35	0	0
lcl|NZ_CP035291.1_cds_WP_031870514.1_35	312	51.93	0	0
lcl|NZ_CP035291.1_cds_WP_031870515.1_36	351	73.12	0	0
lcl|NZ_CP035291.1_cds_WP_031870516.1_37	651	358.94	0	0
lcl|NZ_CP035291.1_cds_WP_031870517.1_38	510	215.5	0	0
lcl|NZ_CP035291.1_cds_WP_031870518.1_39	513	221.72	0	0
lcl|NZ_CP035291.1_cds_WP_031870519.1_40	1632	1323.1	0	0
lcl|NZ_CP035291.1_cds_WP_057504845.1_41	1362	1036.92	0	0
lcl|NZ_CP035291.1_cds_WP_031870521.1_42	1770	1451.63	0	0
lcl|NZ_CP035291.1_cds_WP_031870522.1_43	297	46.57	0	0
lcl|NZ_CP035291.1_cds_WP_249038003.1_45	663	371.4	0	0
lcl|NZ_CP035291.1_cds_WP_249038004.1_47	13497	13202.57	0	0
lcl|NZ_CP035291.1_cds_WP_000393940.1_48	1617	1306.78	0	0
lcl|NZ_CP035291.1_cds_WP_000640645.1_49	1512	1214.85	0	0
lcl|NZ_CP035291.1_cds_WP_057504674.1_50	2052	1756.45	0	0
lcl|NZ_CP035291.1_cds_WP_016930484.1_52	168	29.36	4	4.63
lcl|NZ_CP035291.1_cds_WP_016930485.1_53	888	577.13	2758	162.43
lcl|NZ_CP035291.1_cds_WP_016930486.1_54	189	29.11	70	81.73
lcl|NZ_CP035291.1_cds_WP_011274452.1_55	525	220.19	551	85.06
lcl|NZ_CP035291.1_cds_WP_011274453.1_56	879	560.4	166	10.07
lcl|NZ_CP035291.1_cds_WP_011274454.1_57	984	671.98	1005	50.83
lcl|NZ_CP035291.1_cds_WP_011274455.1_58	123	32.03	11	11.67
lcl|NZ_CP035291.1_cds_WP_224743112.1_59	1437	1149.87	1070	31.63
lcl|NZ_CP035291.1_cds_WP_029376608.1_60	645	347.6	118	11.54
lcl|NZ_CP035291.1_cds_WP_016930491.1_62	1224	923.75	187	6.88
lcl|NZ_CP035291.1_cds_WP_033080090.1_63	1053	734.92	1800	83.25
lcl|NZ_CP035291.1_cds_WP_057504675.1_64	1917	1613.29	231	4.87
lcl|NZ_CP035291.1_cds_WP_037558281.1_65	855	547.61	0	0
lcl|NZ_CP035291.1_cds_WP_037558280.1_66	459	149.59	471	107.02
lcl|NZ_CP035291.1_cds_WP_037558278.1_67	1068	790.66	316	13.58
lcl|NZ_CP035291.1_cds_WP_053020431.1_68	1896	1594.89	1823	38.85
lcl|NZ_CP035291.1_cds_WP_057504676.1_69	930	638.94	1577	83.89
lcl|NZ_CP035291.1_cds_WP_049426148.1_70	837	526.23	881	56.9
lcl|NZ_CP035291.1_cds_WP_033079596.1_71	744	438.89	576	44.61
lcl|NZ_CP035291.1_cds_WP_057504677.1_72	1200	889.37	271	10.36
lcl|NZ_CP035291.1_cds_WP_037537419.1_73	1362	1058.66	1737	55.77
lcl|NZ_CP035291.1_cds_WP_011274475.1_74	693	369.32	120	11.04
lcl|NZ_CP035291.1_cds_WP_057504678.1_75	1554	1247.76	303	8.25
lcl|NZ_CP035291.1_cds_WP_016930503.1_76	957	640.22	373	19.8
lcl|NZ_CP035291.1_cds_WP_057504679.1_77	768	458.65	287	21.27
lcl|NZ_CP035291.1_cds_WP_011274479.1_78	768	455.37	484	36.13
lcl|NZ_CP035291.1_cds_WP_016930504.1_79	636	320.28	349	37.04
lcl|NZ_CP035291.1_cds_WP_016930505.1_80	1173	881.75	420	16.19
lcl|NZ_CP035291.1_cds_WP_011274482.1_81	225	33.66	103	104.01
lcl|NZ_CP035291.1_cds_WP_016930506.1_82	861	555.54	334	20.44
lcl|NZ_CP035291.1_cds_WP_053024125.1_83	1326	1025.57	992	32.88
lcl|NZ_CP035291.1_cds_WP_053021356.1_84	432	118.28	488	140.24
lcl|NZ_CP035291.1_cds_WP_053021355.1_85	432	129.38	788	207.02
lcl|NZ_CP035291.1_cds_WP_053021354.1_86	1017	705.8	5016	241.56
lcl|NZ_CP035291.1_cds_WP_080366778.1_87	345	65.24	3163	1647.91
lcl|NZ_CP035291.1_cds_WP_230197425.1_88	528	224.91	264	39.9
lcl|NZ_CP035291.1_cds_WP_016930515.1_89	1050	750.19	971	43.99
lcl|NZ_CP035291.1_cds_WP_011274491.1_90	663	364.03	551	51.45
lcl|NZ_CP035291.1_cds_WP_053021352.1_91	1410	1128.52	6412	193.12
lcl|NZ_CP035291.1_cds_WP_037550884.1_92	624	323.48	2400	252.18
lcl|NZ_CP035291.1_cds_WP_037558271.1_93	666	367.78	211	19.5
lcl|NZ_CP035291.1_cds_WP_053021351.1_94	537	225.61	263	39.62
lcl|NZ_CP035291.1_cds_WP_037558269.1_95	288	45.19	505	379.84
lcl|NZ_CP035291.1_cds_WP_037558268.1_96	2250	1933.24	721	12.68
lcl|NZ_CP035291.1_cds_WP_037558267.1_97	864	561.19	179	10.84
lcl|NZ_CP035291.1_cds_WP_037558265.1_99	864	563.74	317	19.11
lcl|NZ_CP035291.1_cds_WP_037558264.1_100	969	685.12	56	2.78
lcl|NZ_CP035291.1_cds_WP_011274504.1_101	882	588.45	19	1.1
lcl|NZ_CP035291.1_cds_WP_011274505.1_102	390	92.38	4	1.47
lcl|NZ_CP035291.1_cds_WP_037558262.1_103	1497	1200.1	71	2.01
lcl|NZ_CP035291.1_cds_WP_011274507.1_104	939	636.54	75	4
lcl|NZ_CP035291.1_cds_WP_016930525.1_105	918	598.07	141	8.01
lcl|NZ_CP035291.1_cds_WP_011274509.1_106	849	547.86	1264	78.42
lcl|NZ_CP035291.1_cds_WP_011274510.1_107	819	505.53	899	60.45
lcl|NZ_CP035291.1_cds_WP_011274511.1_108	852	555.93	1589	97.15
lcl|NZ_CP035291.1_cds_WP_011274512.1_109	384	95.86	1285	455.63
lcl|NZ_CP035291.1_cds_WP_011274514.1_110	864	571.61	504	29.97
lcl|NZ_CP035291.1_cds_WP_011274515.1_111	678	378.3	537	48.25
lcl|NZ_CP035291.1_cds_WP_235205230.1_112	840	541.81	162	10.16
lcl|NZ_CP035291.1_cds_WP_011274517.1_113	303	48.43	0	0
lcl|NZ_CP035291.1_cds_WP_011274518.1_114	1296	1016.82	0	0
lcl|NZ_CP035291.1_cds_WP_011274519.1_115	318	56.25	0	0
lcl|NZ_CP035291.1_cds_WP_011274521.1_116	1089	780.05	0	0
lcl|NZ_CP035291.1_cds_WP_011274522.1_117	1005	708.8	0	0
lcl|NZ_CP035291.1_cds_WP_011274523.1_118	867	571.06	1248	74.28
lcl|NZ_CP035291.1_cds_WP_011274524.1_119	552	255.03	1220	162.6
lcl|NZ_CP035291.1_cds_WP_011274525.1_120	1182	856	575	22.83
lcl|NZ_CP035291.1_cds_WP_011274526.1_121	1608	1298.97	816	21.35
lcl|NZ_CP035291.1_cds_WP_046464640.1_122	405	117.03	3177	922.72
lcl|NZ_CP035291.1_cds_WP_057504703.1_123	1290	979.85	1235	42.84
lcl|NZ_CP035291.1_cds_WP_016930541.1_124	702	402.49	0	0
lcl|NZ_CP035291.1_cds_WP_053030727.1_125	1395	1094.05	2319	72.05
lcl|NZ_CP035291.1_cds_WP_053030726.1_126	780	470.03	0	0
lcl|NZ_CP035291.1_cds_WP_011274531.1_127	240	35.44	784	751.92
lcl|NZ_CP035291.1_cds_WP_037537465.1_128	528	231.76	31	4.55
lcl|NZ_CP035291.1_cds_WP_037537466.1_129	1035	727.17	451	21.08
lcl|NZ_CP035291.1_cds_WP_057504680.1_130	1611	1320.78	11	0.28
lcl|NZ_CP035291.1_cds_WP_037537468.1_131	1281	985.96	32	1.1
lcl|NZ_CP035291.1_cds_WP_037537472.1_132	783	488.08	122	8.5
lcl|NZ_CP035291.1_cds_WP_053020428.1_133	1704	1372.14	256	6.34
lcl|NZ_CP035291.1_cds_WP_011274541.1_134	399	106.68	485	154.53
lcl|NZ_CP035291.1_cds_WP_016930548.1_135	1659	1349.11	661	16.65
lcl|NZ_CP035291.1_cds_WP_011274543.1_136	1383	1101.95	1094	33.74
lcl|NZ_CP035291.1_cds_WP_011274544.1_137	1074	762.82	90	4.01
lcl|NZ_CP035291.1_cds_WP_011274545.1_138	441	128.08	197	52.28
lcl|NZ_CP035291.1_cds_WP_011274546.1_139	1344	1052.96	804	25.95
lcl|NZ_CP035291.1_cds_WP_011274547.1_140	687	376.37	955	86.25
lcl|NZ_CP035291.1_cds_WP_011274548.1_141	513	211.35	1586	255.06
lcl|NZ_CP035291.1_cds_WP_057504681.1_142	1197	905.19	822	30.87
lcl|NZ_CP035291.1_cds_WP_011274551.1_143	408	110.68	359	110.25
lcl|NZ_CP035291.1_cds_WP_057504682.1_144	1353	1060.26	58	1.86
lcl|NZ_CP035291.1_cds_WP_037558252.1_145	948	646.4	22	1.16
lcl|NZ_CP035291.1_cds_WP_011274554.1_146	1041	737.61	39	1.8
lcl|NZ_CP035291.1_cds_WP_016930551.1_147	1299	1013.65	139	4.66
lcl|NZ_CP035291.1_cds_WP_037558251.1_148	1362	1055.31	668	21.52
lcl|NZ_CP035291.1_cds_WP_057504683.1_149	339	62.12	115	62.92
lcl|NZ_CP035291.1_cds_WP_057504684.1_150	774	471.19	463	33.4
lcl|NZ_CP035291.1_cds_WP_037537490.1_152	216	32.1	272	288.01
lcl|NZ_CP035291.1_cds_WP_046308885.1_153	906	612.76	924	51.25
lcl|NZ_CP035291.1_cds_WP_011274567.1_154	189	28.89	95	111.77
lcl|NZ_CP035291.1_cds_WP_057504685.1_155	3207	2885.04	3530	41.59
lcl|NZ_CP035291.1_cds_WP_037558248.1_156	606	315.18	1528	164.78
lcl|NZ_CP035291.1_cds_WP_011274570.1_157	1731	1427.65	976	23.24
lcl|NZ_CP035291.1_cds_WP_011274571.1_158	339	60.04	161	91.15
lcl|NZ_CP035291.1_cds_WP_057504686.1_159	1770	1462.24	168	3.91
lcl|NZ_CP035291.1_cds_WP_037558246.1_160	1641	1354.76	599	15.03
lcl|NZ_CP035291.1_cds_WP_037558245.1_161	3204	2906.79	545	6.37
lcl|NZ_CP035291.1_cds_WP_057504687.1_162	912	631.53	275	14.8
lcl|NZ_CP035291.1_cds_WP_033079800.1_163	339	59.55	241	137.56
lcl|NZ_CP035291.1_cds_WP_037558243.1_164	837	555.11	171	10.47
lcl|NZ_CP035291.1_cds_WP_011274578.1_165	411	126.96	3	0.8
lcl|NZ_CP035291.1_cds_WP_011274579.1_166	555	265.37	9	1.15
lcl|NZ_CP035291.1_cds_WP_011274581.1_167	198	30.73	75	82.96
lcl|NZ_CP035291.1_cds_WP_057504688.1_168	858	555.84	116	7.09
lcl|NZ_CP035291.1_cds_WP_080388593.1_169	405	103.15	153	50.42
lcl|NZ_CP035291.1_cds_WP_230197427.1_171	987	690.35	1374	67.65
lcl|NZ_CP035291.1_cds_WP_011274587.1_172	999	689.75	2225	109.64
lcl|NZ_CP035291.1_cds_WP_016930574.1_173	930	618.21	4996	274.69
lcl|NZ_CP035291.1_cds_WP_011274589.1_174	216	32.54	147	153.55
lcl|NZ_CP035291.1_cds_WP_016930575.1_175	189	29.64	25	28.67
